date,id,NERs_per
2021-03-30 04:41:00+00:00,2879047151,['anti-Covid']
2021-07-03 02:52:00+00:00,3648161137,[]
2021-07-05 05:57:00+00:00,214346326,['Olivier Véran']
2021-07-03 16:32:00+00:00,3953848960,[]
2021-07-05 04:00:00+00:00,2349790074,['Louis XIV']
2021-07-06 04:04:00+00:00,2359557302,"['Marie Degrand-Guillaud', 'Marie Degrand-Guillaud']"
2021-07-05 18:55:00+00:00,720337231,[]
2021-07-05 17:31:50+00:00,2765266686,[]
2021-07-05 15:06:00+00:00,2853053116,[]
2021-07-05 04:01:00+00:00,3571209852,"['Parkinson', 'Parkinson']"
2021-06-27 16:00:00+00:00,1882852612,[]
2021-07-04 17:00:00+00:00,4247200606,[]
2021-07-04 20:14:51+00:00,2324990305,['Ben Halima']
2021-07-05 10:00:00+00:00,3188446942,[]
2021-07-05 11:12:00+00:00,2587841014,['Griezmann']
2021-07-04 04:04:00+00:00,3976570120,"['Ariane Gayout', 'Amelia Earhart', 'genie aerospatial', 'recompensee']"
2021-07-05 09:23:00+00:00,3233765955,[]
2021-07-04 10:51:00+00:00,2470465091,[]
2021-03-29 12:23:52+00:00,4214692891,[]
2021-03-30 04:00:00+00:00,66405984,['Covid-19']
2021-03-29 19:40:00+00:00,2546987037,[]
2021-03-29 18:18:42+00:00,3593856982,[]
2021-07-04 10:00:00+00:00,4146078169,['Eugénie Brazier']
2021-07-05 08:03:00+00:00,3277181868,['Edouard Philippe']
2021-07-05 09:00:00+00:00,2889452220,[]
2021-07-05 16:09:00+00:00,1602781312,[]
2021-07-05 17:31:50+00:00,2600653840,['Jean-Louis Fagot']
2021-07-06 14:23:00+00:00,2563089208,[]
2021-07-06 13:03:00+00:00,3700926796,"['Aouar', 'Houssem Aouar']"
2021-07-06 15:08:00+00:00,449798311,['Cavendish']
2021-07-06 09:19:00+00:00,2696172252,[]
2021-07-06 05:00:00+00:00,954018572,[]
2021-07-06 03:05:00+00:00,1136227379,[]
2021-03-29 17:30:00+00:00,1854058054,['Valéry Giscard d’Estaing']
2021-03-22 11:00:00+00:00,78416713,[]
2021-07-05 12:34:22+00:00,1633708734,['La']
2021-07-06 04:15:00+00:00,3391575551,[]
2021-07-06 06:22:00+00:00,1561077948,"['Néandertal', 'Néandertal', 'Homo']"
2021-07-06 05:30:00+00:00,4260868909,"['Emmanuel Macron', 'Emmanuel Macron']"
2021-07-06 09:00:00+00:00,522146095,[]
2021-07-06 17:05:32+00:00,607436123,['Pierre- Brossolette']
2021-07-06 17:00:00+00:00,2847694019,"['Anthony Lopes', 'Peter Bosz', 'Anthony Lopes', 'Ajax Amsterdam', 'André Onana']"
2021-07-06 07:57:00+00:00,2383041022,"['Saint Sébastien', 'Leonard de Vinci']"
2021-07-05 18:30:00+00:00,675601990,[]
2021-07-06 16:40:00+00:00,805477703,[]
2021-07-06 14:08:48+00:00,2517976840,['Alain Thebault']
2021-07-07 04:04:00+00:00,2190357845,[]
2021-07-06 18:05:55+00:00,1753593129,[]
2021-07-07 04:05:00+00:00,4140386410,[]
2021-03-30 18:20:00+00:00,3815774903,"['Xavier Bertrand', 'Xavier Bertrand', 'Nicolas Sarkozy']"
2021-03-30 17:44:00+00:00,3465549625,[]
2021-07-06 17:00:00+00:00,2337298111,[]
2021-07-06 11:31:46+00:00,1408036280,[]
2021-03-30 18:00:00+00:00,2390629605,[]
2021-03-30 17:19:00+00:00,2296606651,['Covid-19']
2021-03-30 11:00:00+00:00,715055881,[]
2021-06-29 10:00:00+00:00,4059349102,[]
2021-07-07 04:42:00+00:00,1009958094,[]
2021-07-06 21:32:00+00:00,2129113110,"['Emiliano Sala', 'Romina Sala']"
2021-07-06 04:01:00+00:00,4067016557,[]
2021-03-30 12:20:00+00:00,1702032287,[]
2021-03-31 04:00:00+00:00,3786665792,"['Polignac', 'Mardi']"
2021-07-01 11:45:00+00:00,3475703345,[]
2021-03-28 15:00:00+00:00,1920369852,[]
2021-03-28 04:00:00+00:00,3708491585,[]
2021-07-01 15:33:00+00:00,2979749805,[]
2021-03-24 16:00:00+00:00,4226422099,[]
2021-03-24 13:37:00+00:00,184549563,['Gabriel Attal']
2021-06-18 12:50:00+00:00,1396616699,[]
2021-03-28 04:30:00+00:00,1664606929,[]
2021-06-18 21:00:00+00:00,1791583568,[]
2021-07-01 14:02:00+00:00,890697614,[]
2021-06-18 18:04:30+00:00,3888321783,[]
2021-07-01 12:28:00+00:00,4059445620,[]
2021-07-01 16:41:00+00:00,1345184280,"['Sekou Lega', 'Samuel Bossiwa', 'Castello Lukeba']"
2021-07-01 16:30:00+00:00,823117077,[]
2021-07-01 13:02:00+00:00,2071175393,"['Cyrille Bonin', 'Cyrille Bonin', 'Cyrille Bonin', 'Cyrille Bonin']"
2021-07-01 17:30:00+00:00,2921221231,['Covid-19']
2021-07-05 18:00:00+00:00,2377197932,[]
2021-03-30 20:05:00+00:00,65240294,"['Covid-19', 'Vaxzevria']"
2021-07-01 10:10:28+00:00,907872069,"['Grégory Doucet', 'Gregory Doucet', 'chahute', 'Manuel Valls', 'Gregory Doucet']"
2021-07-05 16:19:00+00:00,1563392252,[]
2021-07-07 15:05:00+00:00,2440402474,"['Hidalgo', 'Le Pen']"
2021-07-07 04:02:00+00:00,1112731237,[]
2021-07-07 11:00:00+00:00,224380247,[]
2021-03-30 17:47:24+00:00,1393155112,[]
2021-07-01 21:48:00+00:00,563954356,['Coralie Denoues']
2021-07-06 18:12:00+00:00,506244229,[]
2021-07-05 17:00:00+00:00,432085126,"['Gérard Collomb', 'Gérard Collomb', 'Sévère']"
2021-07-07 10:00:00+00:00,3736345153,[]
2021-07-07 18:15:00+00:00,3801213860,[]
2021-07-08 04:04:00+00:00,1294770077,['Viktor Orban']
2021-07-08 09:34:00+00:00,629675578,[]
2021-07-08 03:20:00+00:00,2003179853,['Apichatpong Weerasethakul']
2021-03-30 13:12:00+00:00,2428066963,[]
2021-07-07 10:53:12+00:00,3372571812,[]
2021-03-29 18:00:00+00:00,148496371,[]
2021-04-09 16:00:00+00:00,2408183134,[]
2021-07-10 06:00:00+00:00,1417624101,['Sytral']
2021-07-10 13:38:00+00:00,514692813,[]
2021-07-10 15:50:34+00:00,877471789,"['William Bonhotal', 'William Bonhotal']"
2021-07-10 15:53:57+00:00,2116165768,[]
2021-07-10 04:00:00+00:00,492356868,['Jacques-Brel']
2021-07-09 20:00:37+00:00,471805883,"['Gerson', 'Tania Rodriguez']"
2021-07-09 17:26:00+00:00,3930207593,[]
2021-07-10 04:02:00+00:00,414853854,"['Sandrine Kiberlain', 'Sandrine Kiberlain']"
2021-04-10 10:00:00+00:00,3625389654,[]
2021-04-10 06:00:00+00:00,3600562683,[]
2021-07-10 16:55:00+00:00,948597524,[]
2021-07-10 05:04:00+00:00,2174724763,['Bison Futé']
2021-07-10 04:00:00+00:00,396261447,[]
2021-07-10 17:00:00+00:00,3889350690,['Aurélien Guicherd']
2021-07-11 17:00:00+00:00,1043728987,[]
2021-07-11 17:00:00+00:00,1941546492,['Guimaraes']
2021-07-11 16:56:00+00:00,3242234720,[]
2021-07-11 15:36:00+00:00,3291769595,"['Jean-Michel Dubernard', 'Jean-Michel Dubernard']"
2021-07-10 15:02:00+00:00,2466300991,"['Mollema', 'Martin', 'Bauke Mollema', 'Guillaume Martin']"
2021-07-10 16:22:00+00:00,1301294099,[]
2021-07-10 18:00:00+00:00,2984765076,[]
2021-07-10 18:27:00+00:00,2008596333,['Saban']
2021-07-10 17:36:39+00:00,1203852415,['Maison Ferber']
2021-07-10 17:36:39+00:00,3418166764,[]
2021-07-10 03:26:00+00:00,2229619923,['Jarring']
2021-07-10 17:27:16+00:00,1869350715,[]
2021-04-09 11:53:00+00:00,3211109756,[]
2021-04-04 06:00:00+00:00,928728273,['Thomas Debray']
2021-04-11 04:00:00+00:00,176739577,[]
2021-04-10 16:22:00+00:00,872212821,"['prince Philip', 'prince Philip']"
2021-04-10 15:54:00+00:00,3787626595,[]
2021-04-10 17:00:00+00:00,4134597722,"['Eric Baratay: «', 'Eric Baratay']"
2021-07-11 12:02:00+00:00,1199947407,[]
2021-07-10 22:42:50+00:00,2414100033,"['Moussa Dembélé', 'Florent Da Silva', 'Peter Bosz']"
2021-07-12 08:35:00+00:00,4009595356,['Thaïs Lona']
2021-07-12 10:00:00+00:00,2290559571,[]
2021-07-12 10:46:00+00:00,2695055581,"['François', 'François', 'Angélus']"
2021-04-10 17:22:00+00:00,1603892433,[]
2021-04-10 11:39:00+00:00,3261534452,['Castex']
2021-04-10 17:10:59+00:00,619181102,[]
2021-07-12 10:30:00+00:00,4050941763,[]
2021-07-12 04:50:00+00:00,1552912915,[]
2021-07-11 19:07:05+00:00,1955274672,['Mohamed Lemrani']
2021-07-12 12:16:00+00:00,1039459941,[]
2021-07-11 02:25:00+00:00,4245735306,"['Molière', 'tg Stan']"
2021-07-11 17:00:00+00:00,3423984227,[]
2021-07-11 20:30:00+00:00,3024159160,[]
2021-07-11 19:00:00+00:00,2254817468,[]
2021-07-11 17:15:00+00:00,2104866754,"['Richard Branson', 'Richard Branson']"
2021-04-11 21:01:00+00:00,2328553440,[]
2021-04-12 04:05:00+00:00,851840816,['Bauer']
2021-07-12 05:11:00+00:00,1659764031,[]
2021-07-11 19:07:05+00:00,2018712645,[]
2021-07-12 07:45:00+00:00,1207548706,[]
2021-07-12 09:51:00+00:00,2005414386,[]
2021-07-11 17:33:56+00:00,3023067557,"['Ben', 'Michael Jackson', 'Ben']"
2021-07-11 19:07:05+00:00,3844012722,[]
2021-07-13 09:30:00+00:00,2311433865,['Covid']
2021-07-12 04:00:00+00:00,3725995048,[]
2021-07-12 03:45:00+00:00,1249229101,"['Thomas Pesquet', 'Thomas Pesquet', 'Thomas Pesquet', 'Éleve', 'Thomas Pesquet']"
2021-04-11 04:35:00+00:00,2737932537,[]
2021-07-12 16:25:00+00:00,1842614337,[]
2021-07-13 00:00:00+00:00,1372805116,[]
2021-07-12 10:00:00+00:00,1809837403,[]
2021-07-12 14:20:00+00:00,2425418062,['Marion Sarraut']
2021-07-12 17:48:08+00:00,1809891700,"['Dorian Balland', 'Dorian Balland']"
2021-07-12 03:52:00+00:00,4065122152,['Charles-Henri Brossette']
2021-07-12 17:55:11+00:00,944234363,[]
2021-07-13 06:30:00+00:00,7352508,['Emmanuel Macron']
2021-07-13 04:15:00+00:00,1204795216,[]
2021-07-14 09:00:00+00:00,2129017007,[]
2021-07-14 06:00:00+00:00,4025637198,['capitaine Stanislas']
2021-07-13 14:45:00+00:00,2121954871,[]
2021-07-13 14:42:00+00:00,1251931398,[]
2021-07-13 17:19:00+00:00,2444712236,[]
2021-04-11 13:59:00+00:00,1885196318,"['Aung San', 'Suu Kyi']"
2021-04-11 11:00:00+00:00,780085137,[]
2021-07-13 15:10:00+00:00,15811559,[]
2021-07-13 17:45:00+00:00,199272007,['Covid-19']
2021-07-13 16:17:00+00:00,4133947285,[]
2021-07-13 21:45:00+00:00,2980972724,[]
2021-04-11 21:01:00+00:00,4186130994,[]
2021-04-12 04:19:00+00:00,4116135250,"['Guillaume Canet', 'Gilles Lellouche', 'Marion Cotillard', 'Vincent Cassel', 'César', 'Zlatan Ibrahimovic']"
2021-07-13 10:30:17+00:00,3353284383,['Helene Surrel']
2021-07-13 03:44:00+00:00,761731694,[]
2021-07-13 11:30:00+00:00,3300297068,"['Roger Onave', 'Roger Onave']"
2021-07-13 10:00:00+00:00,1189680232,[]
2021-07-12 17:19:00+00:00,1133760802,[]
2021-04-11 20:35:06+00:00,2316706159,"['Françoise Sibilia-Pupier', 'Moss']"
2021-04-11 07:20:00+00:00,3002445992,[]
2021-04-11 05:42:00+00:00,1018829388,[]
2021-07-12 18:00:00+00:00,4153465785,[]
2021-07-13 13:15:00+00:00,2568148690,[]
2021-07-12 15:30:00+00:00,1413424961,[]
2021-04-11 05:55:00+00:00,2551087478,[]
2021-04-10 08:04:00+00:00,2591096826,"['Lea Morizot', 'Lea']"
2021-04-11 08:40:00+00:00,3792756984,[]
2021-04-11 10:23:00+00:00,1042151073,"['Fabien Roussel', 'Fabien Roussel']"
2021-04-11 17:00:00+00:00,4200013101,[]
2021-04-11 17:20:00+00:00,1393240846,['Olivier Véran']
2021-04-12 06:00:00+00:00,3567724810,[]
2022-01-20 13:00:00+00:00,1245196738,[]
2021-04-11 09:13:00+00:00,534200418,[]
2021-07-07 09:21:00+00:00,436282904,['Tania Rodriguez']
2021-07-07 07:36:00+00:00,509136483,[]
2021-07-07 13:45:00+00:00,4054770151,"['Wout Van Aert', ""Ben O'Connor""]"
2021-04-11 17:56:00+00:00,434539479,[]
2021-06-25 17:00:00+00:00,2322321220,['Floutés']
2021-06-25 19:20:00+00:00,1730457036,['Valérie Bacot']
2021-03-26 17:53:41+00:00,1624109271,['Marcel-Dargent']
2021-03-26 17:53:41+00:00,3626143045,"['Vincent Barresi', 'Lou-Anne Rolland']"
2021-03-27 06:52:00+00:00,2951753297,[]
2021-06-26 11:00:00+00:00,2160837054,[]
2021-06-26 14:05:00+00:00,1984225386,['Lachlan Morton']
2021-06-26 05:46:00+00:00,1278007730,[]
2021-06-25 19:31:00+00:00,3729146503,[]
2021-06-25 17:13:00+00:00,4063383570,[]
2021-06-25 09:14:48+00:00,1569762259,"['Gerard Collomb', 'Sytral', 'Anne Prost']"
2021-06-25 14:00:00+00:00,1410029767,[]
2021-06-25 17:00:00+00:00,1701025440,[]
2021-06-26 04:00:00+00:00,2270665549,[]
2021-06-25 13:00:00+00:00,2188168953,[]
2021-03-26 20:00:00+00:00,3536706446,[]
2021-06-26 04:00:00+00:00,643497887,[]
2021-03-27 07:45:00+00:00,2685599098,[]
2021-06-26 08:53:00+00:00,2398252404,['Francisco Pizarro']
2021-06-25 15:51:13+00:00,3872566385,[]
2021-06-26 06:08:00+00:00,1976864060,['Pascal Jalabert']
2021-06-26 04:15:00+00:00,1889623417,[]
2021-06-25 17:20:00+00:00,1944237922,[]
2021-06-27 13:52:48+00:00,1026774524,"['Pasteur', 'Pasteur', 'Mermoz']"
2021-06-26 16:00:00+00:00,2029720170,[]
2021-06-26 13:20:00+00:00,2289172067,"['T.J Parker', 'Tony Parker']"
2021-06-26 17:00:00+00:00,1332036217,[]
2021-06-26 16:00:00+00:00,1422606536,[]
2021-06-27 03:04:00+00:00,1684654061,[]
2021-06-27 04:00:00+00:00,6151201,['Jean-Luc Lachard']
2021-03-25 18:24:49+00:00,2820011376,[]
2021-06-27 15:31:00+00:00,3072930058,[]
2021-06-27 19:40:00+00:00,1966936878,['Laurent Gbagbo']
2021-06-26 05:48:00+00:00,2678733782,['Laurent Wauquiez']
2021-06-27 11:14:00+00:00,1450160320,"['président de la République', 'Emmanuel Macron', 'Relâchés']"
2021-06-27 08:29:00+00:00,3191055832,[]
2021-06-27 11:40:00+00:00,1002509320,"['Castex', 'Le Pen']"
2021-03-27 16:20:00+00:00,2357325375,[]
2021-06-27 07:00:00+00:00,3271061109,[]
2021-06-15 16:00:00+00:00,1651407337,[]
2021-03-27 16:24:00+00:00,441028485,['Laurence Bufflier']
2021-06-26 17:05:00+00:00,2634924648,"['Mohamed', 'Sébastien Berenguel']"
2021-03-27 14:00:00+00:00,2529925568,"['Gloria Zola', 'Peter Verrac', 'Francisco Ortega']"
2021-03-27 18:00:00+00:00,356663166,[]
2021-03-28 05:32:00+00:00,4127475067,[]
2021-03-26 06:00:00+00:00,603812535,['Cica Gomez']
2021-06-26 04:39:00+00:00,2932735728,['Goneo']
2021-06-26 04:06:00+00:00,3176577967,[]
2021-06-16 06:00:00+00:00,353601394,"['Mick Jagger', 'Mick Jagger']"
2021-06-26 17:42:22+00:00,2233626921,['Isabelle Jouffroy']
2021-06-27 18:30:00+00:00,3034884096,"['Renaud Muselier', 'Thierry Mariani']"
2021-06-26 17:16:00+00:00,2826277589,"['Leslie Medina', 'Leslie Medina']"
2021-06-28 04:36:00+00:00,146527393,[]
2021-06-28 08:28:00+00:00,3263530965,[]
2021-06-27 22:40:00+00:00,2274351548,['Laurent Wauquiez']
2021-06-28 09:00:00+00:00,1469722187,[]
2021-06-28 05:05:00+00:00,2886221990,[]
2021-06-27 15:33:27+00:00,2901030142,[]
2021-06-27 15:54:00+00:00,3752182591,"['Fabienne Grebert', 'Najat Vallaud', 'Cecile Cukierman']"
2021-06-27 11:05:00+00:00,1889621265,[]
2021-06-27 14:00:00+00:00,3007209446,[]
2021-03-27 18:48:00+00:00,1070157549,['Spano']
2021-06-27 22:52:00+00:00,3160617875,"['Valérie Pécresse', 'Valérie Pécresse', 'Julien Bayou']"
2021-06-28 05:50:00+00:00,3521131237,"['Carole Delga', 'Laurent Wauquiez', 'Xavier Bertrand']"
2021-06-27 21:12:47+00:00,452464744,[]
2021-06-27 20:48:00+00:00,3694899442,['Robert-Magat']
2021-06-27 23:05:00+00:00,2698391225,"['Xavier Bertrand', 'Laurent Wauquiez', 'Valérie Pécresse', 'Jean Rottner', 'Carole Delga', 'Alain Rousset']"
2021-06-28 21:50:00+00:00,4228693106,[]
2021-06-28 11:22:00+00:00,272199750,[]
2021-06-29 04:02:00+00:00,803004726,['Le Pen']
2021-03-28 04:12:00+00:00,794411735,['président de la République']
2021-03-27 21:43:00+00:00,1389900893,[]
2021-06-28 10:00:00+00:00,2391780668,[]
2021-03-27 05:00:00+00:00,2622072352,[]
2021-06-28 03:41:00+00:00,2616420501,"['Jean-Jacques Rousseau', 'Frederic Danet', 'Rousseau', 'Jean-Jacques Rousseau']"
2021-06-28 17:31:37+00:00,3905545997,[]
2021-06-28 17:30:40+00:00,2040238786,[]
2021-06-28 17:45:00+00:00,1544817038,"['Ségolène Royal', 'Ségolène Royal']"
2021-06-28 18:00:00+00:00,966629855,['Christophe Guilloteau']
2021-06-28 17:32:44+00:00,1461860378,[]
2021-06-28 04:11:00+00:00,2785691508,"['Paredes', 'Paredes', 'Paredes']"
2021-06-28 19:55:00+00:00,765883458,[]
2021-06-28 18:30:00+00:00,2611416867,[]
2021-06-28 17:39:14+00:00,2481435968,['Benjamin Coelho']
2021-06-27 10:15:00+00:00,1295304367,['Alain Souchon']
2021-06-27 15:33:27+00:00,2503698009,[]
2021-06-27 04:00:00+00:00,638934927,['Paul-Chenavard']
2021-06-28 06:57:00+00:00,525317259,[]
2021-06-28 05:06:00+00:00,2789011718,[]
2021-03-27 22:17:00+00:00,3892758954,[]
2021-03-27 17:12:00+00:00,2079965308,[]
2021-06-28 03:09:00+00:00,1878547424,"['Thomas Dennetiere', 'Gregoire Firtion']"
2021-06-28 15:39:00+00:00,1348061302,"['Blanquer', 'Jean-Michel Blanquer']"
2021-06-28 05:00:00+00:00,1676556336,"['Laurent Wauquiez', 'Laurent Wauquiez']"
2021-06-28 17:30:00+00:00,3550820762,[]
2021-06-27 21:53:57+00:00,479640157,"['Laurent Wauquiez', 'Plutot', 'Laurent Wauquiez']"
2021-06-29 18:00:00+00:00,2318075807,['Samuel Minot']
2021-06-30 04:00:00+00:00,2103254332,[]
2021-07-07 09:45:09+00:00,2245330558,[]
2021-07-07 08:12:59+00:00,324307233,"['Laurent Wauquiez', 'Laurent Wauquiez', 'Laurent Wauquiez', 'Laurent Wauquiez']"
2021-07-07 07:36:00+00:00,1809145713,['Carole Bollard']
2021-04-09 16:48:00+00:00,2741496751,[]
2021-07-07 21:00:00+00:00,281964588,[]
2021-07-08 09:07:00+00:00,1231944699,['Découvrez Rani']
2021-04-03 16:00:00+00:00,2380633775,[]
2021-07-07 10:00:00+00:00,1786140302,[]
2021-07-07 21:32:00+00:00,3403353672,['Monsieur']
2021-07-08 04:06:00+00:00,2383689135,"['Edgar Morin', 'Edgar Morin', 'président de la République']"
2021-07-08 04:00:00+00:00,1573868658,[]
2021-04-09 18:30:00+00:00,2434828946,['Covid-19']
2021-07-07 12:27:27+00:00,3722118879,"['rue Bechevelin', 'censee']"
2021-04-09 08:23:13+00:00,2398666592,[]
2021-04-10 04:02:00+00:00,424823220,['Pierre Ménès']
2021-07-07 17:00:00+00:00,3578240297,[]
2021-07-08 16:00:00+00:00,1591663406,"['Hermès', 'Agathe Teyssier']"
2021-07-08 15:13:00+00:00,490161360,"['Nils Politt', 'Nils Politt', 'Bora Hansgrohe', 'Peter Sagan', 'Tadej Pogacar']"
2021-07-08 17:07:00+00:00,404754728,[]
2021-07-08 07:44:00+00:00,3209345393,['Wilfred Stijger']
2021-07-08 05:00:00+00:00,2895558694,[]
2021-07-08 04:45:00+00:00,315748986,[]
2021-07-08 12:31:00+00:00,2096647268,['Pascal Mailhos']
2021-04-11 05:05:00+00:00,2825145977,[]
2022-02-07 16:14:00+00:00,963246415,"['Mignot', 'Tuisova']"
2022-02-07 16:05:00+00:00,3680180674,['Vladimir Poutine']
2022-02-07 05:00:00+00:00,4080099966,[]
2022-02-07 07:00:00+00:00,1366595876,[]
2022-02-07 21:05:00+00:00,3932182607,[]
2022-02-07 19:00:00+00:00,1913492119,['Peter Bosz']
2022-02-07 19:02:00+00:00,3941389137,[]
2022-02-07 19:00:00+00:00,994197258,['Emmanuel Macron']
2022-02-07 21:39:00+00:00,1113528546,['Le Pen']
2022-02-07 17:18:00+00:00,2786874510,['Maxime Lucciardi']
2022-02-07 15:31:00+00:00,4082936232,"['Rayan Cherki', 'Rayan Cherki']"
2022-02-07 18:32:00+00:00,841532854,['Éric Zemmour']
2022-02-07 17:32:00+00:00,1498907139,['Mladenovic']
2022-02-07 17:57:40+00:00,422198285,"['Pierre Jacquemon', 'Me Baecque', 'Pierre Jacquemon', 'Me De Baecque']"
2022-02-08 13:59:00+00:00,1323013414,[]
2022-02-08 09:00:00+00:00,1142304195,[]
2022-02-08 13:04:00+00:00,2023497558,[]
2022-02-08 15:45:00+00:00,1478964280,[]
2022-02-08 14:22:00+00:00,2575517904,[]
2022-02-08 15:00:00+00:00,86545680,[]
2022-02-08 16:00:00+00:00,963257986,[]
2022-02-07 17:08:17+00:00,1834677416,[]
2022-02-07 16:39:35+00:00,4199241061,[]
2022-02-09 15:00:00+00:00,2800030260,['Orpéa']
2022-02-09 14:13:00+00:00,701107749,"['Frédéric Péchier', 'Saint-Vincent']"
