date,id,NERs_org
2021-07-03 02:52:00+00:00,3648161137,"['Concours international de roses', 'Societe française des roses', 'Tribune de Lyon']"
2021-07-05 05:57:00+00:00,214346326,['ministre de la Santé']
2021-07-03 16:32:00+00:00,3953848960,[]
2021-07-05 04:00:00+00:00,2349790074,[]
2021-07-06 04:04:00+00:00,2359557302,[]
2021-07-05 18:55:00+00:00,720337231,['Reporters sans frontières']
2021-07-05 17:31:50+00:00,2765266686,['Institut Lumière']
2021-07-05 15:06:00+00:00,2853053116,[]
2021-07-05 04:01:00+00:00,3571209852,"['FIRST', 'ligue americaine de robotique', 'ete', 'Tribune de Lyon']"
2021-06-27 16:00:00+00:00,1882852612,[]
2021-07-04 17:00:00+00:00,4247200606,[]
2021-07-04 20:14:51+00:00,2324990305,['FC Lyon']
2021-07-05 10:00:00+00:00,3188446942,[]
2021-07-05 11:12:00+00:00,2587841014,['FC Barcelone']
2021-07-04 04:04:00+00:00,3976570120,"['ENS Lyon', 'Zonta International', 'Laboratoire de physique', 'ENS', 'ENS Lyon', 'Tribune de Lyon']"
2021-07-05 09:23:00+00:00,3233765955,['SOS Méditerranée']
2021-07-04 10:51:00+00:00,2470465091,[]
2021-03-29 12:23:52+00:00,4214692891,['Tribune de Lyon']
2021-03-30 04:00:00+00:00,66405984,[]
2021-03-29 19:40:00+00:00,2546987037,[]
2021-03-29 18:18:42+00:00,3593856982,[]
2021-07-04 10:00:00+00:00,4146078169,[]
2021-07-05 08:03:00+00:00,3277181868,"['France 5', 'ex-Premier ministre']"
2021-07-05 09:00:00+00:00,2889452220,[]
2021-07-05 16:09:00+00:00,1602781312,[]
2021-07-05 17:31:50+00:00,2600653840,['La Poste']
2021-07-06 14:23:00+00:00,2563089208,[]
2021-07-06 13:03:00+00:00,3700926796,"['OL', 'OL']"
2021-07-06 15:08:00+00:00,449798311,[]
2021-07-06 09:19:00+00:00,2696172252,['Météo France']
2021-07-06 05:00:00+00:00,954018572,[]
2021-07-06 03:05:00+00:00,1136227379,['Tribune de Lyon']
2021-03-29 17:30:00+00:00,1854058054,['ministère de la Culture']
2021-03-22 11:00:00+00:00,78416713,['Dignité animale']
2021-07-05 12:34:22+00:00,1633708734,['Tribune de Lyon']
2021-07-06 04:15:00+00:00,3391575551,[]
2021-07-06 06:22:00+00:00,1561077948,[]
2021-07-06 05:30:00+00:00,4260868909,[]
2021-07-06 09:00:00+00:00,522146095,[]
2021-07-06 17:05:32+00:00,607436123,[]
2021-07-06 17:00:00+00:00,2847694019,['Olympique Lyonnais']
2021-07-06 07:57:00+00:00,2383041022,[]
2021-07-05 18:30:00+00:00,675601990,[]
2021-07-06 16:40:00+00:00,805477703,['Opep']
2021-07-06 14:08:48+00:00,2517976840,['Tribune de Lyon']
2021-07-07 04:04:00+00:00,2190357845,[]
2021-07-06 18:05:55+00:00,1753593129,[]
2021-07-07 04:05:00+00:00,4140386410,[]
2021-03-30 18:20:00+00:00,3815774903,['Dentsu']
2021-03-30 17:44:00+00:00,3465549625,[]
2021-07-06 17:00:00+00:00,2337298111,[]
2021-07-06 11:31:46+00:00,1408036280,"['Centre international de recherche sur le cancer', 'Centre international de recherche sur le cancer', 'Centre international de recherche sur le cancer', 'Tribune de Lyon']"
2021-03-30 18:00:00+00:00,2390629605,[]
2021-03-30 17:19:00+00:00,2296606651,[]
2021-03-30 11:00:00+00:00,715055881,[]
2021-06-29 10:00:00+00:00,4059349102,[]
2021-07-07 04:42:00+00:00,1009958094,[]
2021-07-06 21:32:00+00:00,2129113110,[]
2021-07-06 04:01:00+00:00,4067016557,['Tribune de Lyon']
2021-03-30 12:20:00+00:00,1702032287,"[""ministère de l'Intérieur""]"
2021-03-31 04:00:00+00:00,3786665792,[]
2021-07-01 11:45:00+00:00,3475703345,[]
2021-03-28 15:00:00+00:00,1920369852,['TCL']
2021-03-28 04:00:00+00:00,3708491585,"['Verts', 'les Verts']"
2021-07-01 15:33:00+00:00,2979749805,[]
2021-03-24 16:00:00+00:00,4226422099,[]
2021-03-24 13:37:00+00:00,184549563,[]
2021-06-18 12:50:00+00:00,1396616699,[]
2021-03-28 04:30:00+00:00,1664606929,[]
2021-06-18 21:00:00+00:00,1791583568,[]
2021-07-01 14:02:00+00:00,890697614,[]
2021-06-18 18:04:30+00:00,3888321783,[]
2021-07-01 12:28:00+00:00,4059445620,[]
2021-07-01 16:41:00+00:00,1345184280,"['Lega', 'OL', 'Olympique Lyonnais']"
2021-07-01 16:30:00+00:00,823117077,[]
2021-07-01 13:02:00+00:00,2071175393,"['Transbordeur', 'Transbordeur', 'Tribune de Lyon']"
2021-07-01 17:30:00+00:00,2921221231,[]
2021-07-05 18:00:00+00:00,2377197932,[]
2021-03-30 20:05:00+00:00,65240294,"['AstraZeneca', 'Agence européenne du médicament', 'EMA', ""université d'Oxford""]"
2021-07-01 10:10:28+00:00,907872069,['Tribune de Lyon']
2021-07-05 16:19:00+00:00,1563392252,[]
2021-07-07 15:05:00+00:00,2440402474,['M6']
2021-07-07 04:02:00+00:00,1112731237,[]
2021-07-07 11:00:00+00:00,224380247,[]
2021-03-30 17:47:24+00:00,1393155112,[]
2021-07-01 21:48:00+00:00,563954356,[]
2021-07-06 18:12:00+00:00,506244229,[]
2021-07-05 17:00:00+00:00,432085126,[]
2021-07-07 10:00:00+00:00,3736345153,[]
2021-07-07 18:15:00+00:00,3801213860,[]
2021-07-08 04:04:00+00:00,1294770077,"['UE', 'Commission', 'Rassemblement national']"
2021-07-08 09:34:00+00:00,629675578,[]
2021-07-08 03:20:00+00:00,2003179853,"['Institut d’art contemporain', 'ete', ""Institut d'art contemporain"", ""Institut d'art contemporain"", 'Tribune de Lyon']"
2021-03-30 13:12:00+00:00,2428066963,[]
2021-07-07 10:53:12+00:00,3372571812,"['ete', 'ete', 'Tribune de Lyon']"
2021-03-29 18:00:00+00:00,148496371,[]
2021-04-09 16:00:00+00:00,2408183134,[]
2021-07-10 06:00:00+00:00,1417624101,[]
2021-07-10 13:38:00+00:00,514692813,[]
2021-07-10 15:50:34+00:00,877471789,[]
2021-07-10 15:53:57+00:00,2116165768,[]
2021-07-10 04:00:00+00:00,492356868,[]
2021-07-09 20:00:37+00:00,471805883,[]
2021-07-09 17:26:00+00:00,3930207593,"['Adecco', 'CGT', 'Adecco']"
2021-07-10 04:02:00+00:00,414853854,[]
2021-04-10 10:00:00+00:00,3625389654,[]
2021-04-10 06:00:00+00:00,3600562683,[]
2021-07-10 16:55:00+00:00,948597524,[]
2021-07-10 05:04:00+00:00,2174724763,[]
2021-07-10 04:00:00+00:00,396261447,[]
2021-07-10 17:00:00+00:00,3889350690,['IZInovation']
2021-07-11 17:00:00+00:00,1043728987,[]
2021-07-11 17:00:00+00:00,1941546492,[]
2021-07-11 16:56:00+00:00,3242234720,[]
2021-07-11 15:36:00+00:00,3291769595,[]
2021-07-10 15:02:00+00:00,2466300991,"['Parti', 'Cofidis']"
2021-07-10 16:22:00+00:00,1301294099,['des Verts']
2021-07-10 18:00:00+00:00,2984765076,[]
2021-07-10 18:27:00+00:00,2008596333,"['ASSE', 'les Verts']"
2021-07-10 17:36:39+00:00,1203852415,[]
2021-07-10 17:36:39+00:00,3418166764,[]
2021-07-10 03:26:00+00:00,2229619923,"['Jarring', 'Tribune de Lyon']"
2021-07-10 17:27:16+00:00,1869350715,[]
2021-04-09 11:53:00+00:00,3211109756,"['TER', 'Theatre de la Renaissance', 'Tribune de Lyon']"
2021-04-04 06:00:00+00:00,928728273,[]
2021-04-11 04:00:00+00:00,176739577,[]
2021-04-10 16:22:00+00:00,872212821,[]
2021-04-10 15:54:00+00:00,3787626595,[]
2021-04-10 17:00:00+00:00,4134597722,['université Lyon 3']
2021-07-11 12:02:00+00:00,1199947407,[]
2021-07-10 22:42:50+00:00,2414100033,"['OL', 'OL']"
2021-07-12 08:35:00+00:00,4009595356,"['IAM', 'Synapson']"
2021-07-12 10:00:00+00:00,2290559571,[]
2021-07-12 10:46:00+00:00,2695055581,[]
2021-04-10 17:22:00+00:00,1603892433,['Santé publique France']
2021-04-10 11:39:00+00:00,3261534452,[]
2021-04-10 17:10:59+00:00,619181102,[]
2021-07-12 10:30:00+00:00,4050941763,[]
2021-07-12 04:50:00+00:00,1552912915,[]
2021-07-11 19:07:05+00:00,1955274672,['Asperger']
2021-07-12 12:16:00+00:00,1039459941,[]
2021-07-11 02:25:00+00:00,4245735306,['Tribune de Lyon']
2021-07-11 17:00:00+00:00,3423984227,[]
2021-07-11 20:30:00+00:00,3024159160,[]
2021-07-11 19:00:00+00:00,2254817468,[]
2021-07-11 17:15:00+00:00,2104866754,['Virgin Galactic']
2021-04-11 21:01:00+00:00,2328553440,"['SC Lyon', 'Sporting Club de Lyon']"
2021-04-12 04:05:00+00:00,851840816,[]
2021-07-12 05:11:00+00:00,1659764031,[]
2021-07-11 19:07:05+00:00,2018712645,[]
2021-07-12 07:45:00+00:00,1207548706,[]
2021-07-12 09:51:00+00:00,2005414386,[]
2021-07-11 17:33:56+00:00,3023067557,[]
2021-07-11 19:07:05+00:00,3844012722,[]
2021-07-13 09:30:00+00:00,2311433865,[]
2021-07-12 04:00:00+00:00,3725995048,['Sicar']
2021-07-12 03:45:00+00:00,1249229101,['Tribune de Lyon']
2021-04-11 04:35:00+00:00,2737932537,[]
2021-07-12 16:25:00+00:00,1842614337,[]
2021-07-13 00:00:00+00:00,1372805116,[]
2021-07-12 10:00:00+00:00,1809837403,['Club hôtelier de la Loire']
2021-07-12 14:20:00+00:00,2425418062,[]
2021-07-12 17:48:08+00:00,1809891700,['Fédération française des hommes']
2021-07-12 03:52:00+00:00,4065122152,"['Skimp', 'Skimp', 'Tribune de Lyon']"
2021-07-12 17:55:11+00:00,944234363,[]
2021-07-13 06:30:00+00:00,7352508,"['Société du contrôle""']"
2021-07-13 04:15:00+00:00,1204795216,[]
2021-07-14 09:00:00+00:00,2129017007,[]
2021-07-14 06:00:00+00:00,4025637198,[]
2021-07-13 14:45:00+00:00,2121954871,[]
2021-07-13 14:42:00+00:00,1251931398,[]
2021-07-13 17:19:00+00:00,2444712236,[]
2021-04-11 13:59:00+00:00,1885196318,[]
2021-04-11 11:00:00+00:00,780085137,[]
2021-07-13 15:10:00+00:00,15811559,['Tribune de Lyon']
2021-07-13 17:45:00+00:00,199272007,[]
2021-07-13 16:17:00+00:00,4133947285,[]
2021-07-13 21:45:00+00:00,2980972724,[]
2021-04-11 21:01:00+00:00,4186130994,"['OL', 'Ligue 1', 'OL']"
2021-04-12 04:19:00+00:00,4116135250,[]
2021-07-13 10:30:17+00:00,3353284383,"['Sciences Po Lyon', 'Tribune de Lyon']"
2021-07-13 03:44:00+00:00,761731694,['Tribune de Lyon']
2021-07-13 11:30:00+00:00,3300297068,[]
2021-07-13 10:00:00+00:00,1189680232,[]
2021-07-12 17:19:00+00:00,1133760802,[]
2021-04-11 20:35:06+00:00,2316706159,['Mercière Express']
2021-04-11 07:20:00+00:00,3002445992,[]
2021-04-11 05:42:00+00:00,1018829388,[]
2021-07-12 18:00:00+00:00,4153465785,[]
2021-07-13 13:15:00+00:00,2568148690,"['Dieselgate', 'Fiat-Chrysler', 'Fiat', 'Chrysler', 'Volkswagen', 'Renault', 'Citroën', 'Peugeot']"
2021-07-12 15:30:00+00:00,1413424961,[]
2021-04-11 05:55:00+00:00,2551087478,[]
2021-04-10 08:04:00+00:00,2591096826,['Tribune de Lyon']
2021-04-11 08:40:00+00:00,3792756984,[]
2021-04-11 10:23:00+00:00,1042151073,"['PCF', 'PCF']"
2021-04-11 17:00:00+00:00,4200013101,[]
2021-04-11 17:20:00+00:00,1393240846,"['AstraZeneca', 'Pfizer', 'Moderna']"
2021-04-12 06:00:00+00:00,3567724810,[]
2022-01-20 13:00:00+00:00,1245196738,['France 3']
2021-04-11 09:13:00+00:00,534200418,"['Entreprendre', 'Tribune de Lyon']"
2021-07-07 09:21:00+00:00,436282904,['Ecole Gerson']
2021-07-07 07:36:00+00:00,509136483,['OMS']
2021-07-07 13:45:00+00:00,4054770151,[]
2021-04-11 17:56:00+00:00,434539479,[]
2021-06-25 17:00:00+00:00,2322321220,['Google']
2021-06-25 19:20:00+00:00,1730457036,[]
2021-03-26 17:53:41+00:00,1624109271,[]
2021-03-26 17:53:41+00:00,3626143045,[]
2021-03-27 06:52:00+00:00,2951753297,[]
2021-06-26 11:00:00+00:00,2160837054,[]
2021-06-26 14:05:00+00:00,1984225386,['Education first']
2021-06-26 05:46:00+00:00,1278007730,[]
2021-06-25 19:31:00+00:00,3729146503,['BMW']
2021-06-25 17:13:00+00:00,4063383570,[]
2021-06-25 09:14:48+00:00,1569762259,['Tribune de Lyon']
2021-06-25 14:00:00+00:00,1410029767,[]
2021-06-25 17:00:00+00:00,1701025440,[]
2021-06-26 04:00:00+00:00,2270665549,[]
2021-06-25 13:00:00+00:00,2188168953,[]
2021-03-26 20:00:00+00:00,3536706446,[]
2021-06-26 04:00:00+00:00,643497887,[]
2021-03-27 07:45:00+00:00,2685599098,[]
2021-06-26 08:53:00+00:00,2398252404,[]
2021-06-25 15:51:13+00:00,3872566385,"['OL Peter Bosz', 'Ligue 1', 'OL Peter Bosz', 'OL', 'Tribune de Lyon']"
2021-06-26 06:08:00+00:00,1976864060,[]
2021-06-26 04:15:00+00:00,1889623417,[]
2021-06-25 17:20:00+00:00,1944237922,[]
2021-06-27 13:52:48+00:00,1026774524,[]
2021-06-26 16:00:00+00:00,2029720170,[]
2021-06-26 13:20:00+00:00,2289172067,['Asvel']
2021-06-26 17:00:00+00:00,1332036217,"['La Réserve', 'Direction départementale de la protection des populations']"
2021-06-26 16:00:00+00:00,1422606536,[]
2021-06-27 03:04:00+00:00,1684654061,"['Cobalt', 'Montee de la Grande-Cote', 'Cobalt', 'Tribune de Lyon']"
2021-06-27 04:00:00+00:00,6151201,"['Aménageurs de la', 'Fédération française du bâtiment']"
2021-03-25 18:24:49+00:00,2820011376,['Tribune de Lyon']
2021-06-27 15:31:00+00:00,3072930058,[]
2021-06-27 19:40:00+00:00,1966936878,[]
2021-06-26 05:48:00+00:00,2678733782,['Tribune de Lyon']
2021-06-27 11:14:00+00:00,1450160320,"['MBF', 'MBF']"
2021-06-27 08:29:00+00:00,3191055832,[]
2021-06-27 11:40:00+00:00,1002509320,[]
2021-03-27 16:20:00+00:00,2357325375,[]
2021-06-27 07:00:00+00:00,3271061109,[]
2021-06-15 16:00:00+00:00,1651407337,[]
2021-03-27 16:24:00+00:00,441028485,"['Progressistes', 'Républicains']"
2021-06-26 17:05:00+00:00,2634924648,[]
2021-03-27 14:00:00+00:00,2529925568,"['Ovega', 'Centrale Lyon']"
2021-03-27 18:00:00+00:00,356663166,[]
2021-03-28 05:32:00+00:00,4127475067,[]
2021-03-26 06:00:00+00:00,603812535,['Tribune de Lyon']
2021-06-26 04:39:00+00:00,2932735728,['Tribune de Lyon']
2021-06-26 04:06:00+00:00,3176577967,['Tribune de Lyon']
2021-06-16 06:00:00+00:00,353601394,['Rolling']
2021-06-26 17:42:22+00:00,2233626921,[]
2021-06-27 18:30:00+00:00,3034884096,"['LR', 'Rassemblement national']"
2021-06-26 17:16:00+00:00,2826277589,['TF1']
2021-06-28 04:36:00+00:00,146527393,['Météo France']
2021-06-28 08:28:00+00:00,3263530965,['LREM']
2021-06-27 22:40:00+00:00,2274351548,['RN']
2021-06-28 09:00:00+00:00,1469722187,[]
2021-06-28 05:05:00+00:00,2886221990,[]
2021-06-27 15:33:27+00:00,2901030142,[]
2021-06-27 15:54:00+00:00,3752182591,"['EÉLV', 'PS', 'PRG', 'PCF', 'LFI', 'Tribune de Lyon']"
2021-06-27 11:05:00+00:00,1889621265,[]
2021-06-27 14:00:00+00:00,3007209446,[]
2021-03-27 18:48:00+00:00,1070157549,"['SC Lyon', 'SC Lyon', 'FC Annecy']"
2021-06-27 22:52:00+00:00,3160617875,[]
2021-06-28 05:50:00+00:00,3521131237,[]
2021-06-27 21:12:47+00:00,452464744,[]
2021-06-27 20:48:00+00:00,3694899442,['Serroux']
2021-06-27 23:05:00+00:00,2698391225,['Rassemblement national']
2021-06-28 21:50:00+00:00,4228693106,[]
2021-06-28 11:22:00+00:00,272199750,[]
2021-06-29 04:02:00+00:00,803004726,['Rassemblement national']
2021-03-28 04:12:00+00:00,794411735,[]
2021-03-27 21:43:00+00:00,1389900893,[]
2021-06-28 10:00:00+00:00,2391780668,[]
2021-03-27 05:00:00+00:00,2622072352,[]
2021-06-28 03:41:00+00:00,2616420501,['Tribune de Lyon']
2021-06-28 17:31:37+00:00,3905545997,[]
2021-06-28 17:30:40+00:00,2040238786,"['Scouts et Guides”', 'Association des Scouts et Guides de France', 'Jeunesse']"
2021-06-28 17:45:00+00:00,1544817038,['Radio France']
2021-06-28 18:00:00+00:00,966629855,"['LR', 'LREM']"
2021-06-28 17:32:44+00:00,1461860378,[]
2021-06-28 04:11:00+00:00,2785691508,"['materiel medical', 'Tribune de Lyon']"
2021-06-28 19:55:00+00:00,765883458,[]
2021-06-28 18:30:00+00:00,2611416867,['TER']
2021-06-28 17:39:14+00:00,2481435968,[]
2021-06-27 10:15:00+00:00,1295304367,[]
2021-06-27 15:33:27+00:00,2503698009,[]
2021-06-27 04:00:00+00:00,638934927,[]
2021-06-28 06:57:00+00:00,525317259,[]
2021-06-28 05:06:00+00:00,2789011718,[]
2021-03-27 22:17:00+00:00,3892758954,"['Ligue des Champions', 'PSG']"
2021-03-27 17:12:00+00:00,2079965308,[]
2021-06-28 03:09:00+00:00,1878547424,['Tribune de Lyon']
2021-06-28 15:39:00+00:00,1348061302,"[""ministre de l'Éducation nationale""]"
2021-06-28 05:00:00+00:00,1676556336,[]
2021-06-28 17:30:00+00:00,3550820762,[]
2021-06-27 21:53:57+00:00,479640157,['Tribune de Lyon']
2021-06-29 18:00:00+00:00,2318075807,[]
2021-06-30 04:00:00+00:00,2103254332,[]
2021-07-07 09:45:09+00:00,2245330558,['Tribune de Lyon']
2021-07-07 08:12:59+00:00,324307233,"['Ifop-Fiducial', 'Tribune de Lyon']"
2021-07-07 07:36:00+00:00,1809145713,['Tribune de Lyon']
2021-04-09 16:48:00+00:00,2741496751,[]
2021-07-07 21:00:00+00:00,281964588,[]
2021-07-08 09:07:00+00:00,1231944699,[]
2021-04-03 16:00:00+00:00,2380633775,[]
2021-07-07 10:00:00+00:00,1786140302,[]
2021-07-07 21:32:00+00:00,3403353672,[]
2021-07-08 04:06:00+00:00,2383689135,[]
2021-07-08 04:00:00+00:00,1573868658,[]
2021-04-09 18:30:00+00:00,2434828946,[]
2021-07-07 12:27:27+00:00,3722118879,['Tribune de Lyon']
2021-04-09 08:23:13+00:00,2398666592,"['Des Especes', 'Tribune de Lyon']"
2021-04-10 04:02:00+00:00,424823220,[]
2021-07-07 17:00:00+00:00,3578240297,[]
2021-07-08 16:00:00+00:00,1591663406,['Gucci']
2021-07-08 15:13:00+00:00,490161360,['UAE Emirates']
2021-07-08 17:07:00+00:00,404754728,[]
2021-07-08 07:44:00+00:00,3209345393,[]
2021-07-08 05:00:00+00:00,2895558694,[]
2021-07-08 04:45:00+00:00,315748986,[]
2021-07-08 12:31:00+00:00,2096647268,[]
2021-04-11 05:05:00+00:00,2825145977,[]
2022-02-07 16:14:00+00:00,963246415,"['LOU', 'LOU']"
2022-02-07 16:05:00+00:00,3680180674,[]
2022-02-07 05:00:00+00:00,4080099966,[]
2022-02-07 07:00:00+00:00,1366595876,[]
2022-02-07 21:05:00+00:00,3932182607,['Scandale Orpea']
2022-02-07 19:00:00+00:00,1913492119,['OL']
2022-02-07 19:02:00+00:00,3941389137,['Korian']
2022-02-07 19:00:00+00:00,994197258,"['EDF', 'EDF', 'GE', 'General Electric']"
2022-02-07 21:39:00+00:00,1113528546,[]
2022-02-07 17:18:00+00:00,2786874510,[]
2022-02-07 15:31:00+00:00,4082936232,['OL']
2022-02-07 18:32:00+00:00,841532854,[]
2022-02-07 17:32:00+00:00,1498907139,[]
2022-02-07 17:57:40+00:00,422198285,[]
2022-02-08 13:59:00+00:00,1323013414,[]
2022-02-08 09:00:00+00:00,1142304195,"['Vélogik', 'Impact Partners']"
2022-02-08 13:04:00+00:00,2023497558,[]
2022-02-08 15:45:00+00:00,1478964280,['Établissement français du sang']
2022-02-08 14:22:00+00:00,2575517904,[]
2022-02-08 15:00:00+00:00,86545680,['Comité d’organisation']
2022-02-08 16:00:00+00:00,963257986,['BP Ultimate”']
2022-02-07 17:08:17+00:00,1834677416,"['TCL', 'Keolis', 'greve intersyndical', 'Metros', 'F1', 'TCL', 'greve', 'Tribune de Lyon']"
2022-02-07 16:39:35+00:00,4199241061,"['BST) dediee', 'Tribune de Lyon']"
2022-02-09 15:00:00+00:00,2800030260,"['Ehpad', 'Agence régionale de santé']"
2022-02-09 14:13:00+00:00,701107749,[]
2022-02-09 20:55:04+00:00,535438712,[]
2022-02-09 17:14:00+00:00,295417377,[]
2022-02-09 19:45:00+00:00,3688034735,[]
2022-02-09 18:05:00+00:00,3732531754,[]
2022-02-08 18:00:35+00:00,736734272,['Tribune de Lyon']
2022-02-09 13:11:00+00:00,1196944699,[]
2022-02-09 19:00:00+00:00,3058966284,[]
2022-02-10 07:30:00+00:00,2925359140,[]
2022-02-09 16:30:00+00:00,572930763,[]
2022-02-09 15:00:00+00:00,3960562137,[]
2022-02-09 17:15:00+00:00,2497310987,"['UE', 'Affaires étrangères et de la Santé', 'Union Européenne', 'Affaires étrangères et de la Santé']"
2022-02-08 18:00:00+00:00,1898813759,['Éducation nationale']
2022-02-10 06:00:00+00:00,2751525773,[]
2022-02-10 18:29:00+00:00,2573713917,[]
2022-02-10 21:14:11+00:00,1878731820,[]
2022-02-10 11:16:30+00:00,1511960854,['Tribune de Lyon']
2022-02-10 20:00:00+00:00,1692715385,[]
2022-02-10 19:41:13+00:00,2043772380,[]
2022-02-10 18:35:00+00:00,894832425,[]
2022-02-10 21:06:00+00:00,888262679,[]
2022-02-10 20:30:00+00:00,2437994635,[]
2022-02-10 19:30:00+00:00,2273449014,[]
2022-02-10 19:00:00+00:00,1116080381,[]
2022-02-10 18:14:00+00:00,4291403372,[]
2022-02-10 17:19:00+00:00,799569301,[]
